ID;source;affil;lang;type;comment;upvotes;irony_sarcasm;anger;sadness;stupidity;personas;places;disaster;rhetorical_q;personal;collective;agency;freedom;migration;numbers;sources;threat;morality;failure;illegal;fear;trash;lies;youth;god;
TE8_1045;telegraph;cons;british;broadsh;Love, you?re still European. But subsumes. Grow up and perhaps resign as a councillor if you can?t cope with democracy. And please don?t claim PTSD. Maybe if your mates get blown to bits by an IED but not just because people don?t vote the way you want. Jeez.;48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE11_305;telegraph;cons;british;broadsh;Very true, the snag is France sees every successful dingy crossing as a solved problem.;48;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE8_965;telegraph;cons;british;broadsh;As we saw in 2016, the LD's are nether 'Liberal' - removed leader Tim Farron as he wasn't pro-trans, nor 'Democratic' - worked hard to overturn the biggest democratic vote for any issue, ever. The 17.5million who voted for Brexit.;47;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
TE10_192;telegraph;cons;british;broadsh;Blocking or 'firewalling' a political party is undemocratic and only serves to give them more support, as happened in the 1930s. Eventually they will have enough democratic support to govern. A dangerous move by the mainstream parties that will backfire.;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
TE4_417;telegraph;cons;british;broadsh;"Calling it ""irregular"" instead of ILLEGAL is just another example of the two-tier way with which the government views the public.";45;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;
TE5_587;telegraph;cons;british;broadsh;"Europe can thrive if the goal is GDP per capita. If the goal is wealth per capita or anything along that line, then Europe can thrive even as its population is shrinking.  And there are countries within Europe that are thriving economically. Switzerland is a good example.

Switzerland has a GDP per capita of $104,000. That's twice as much as the UK. That shows what is possible. ";45;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
TE6_356;telegraph;cons;british;broadsh;"What works for Italy will not work for the UK for one reason, France.  Italy/EU have paid Libya and Tunisia to do a certain job and both countries are willing to honour the agreement that has been made and do the job they have been paid to do.

The UK pays France a lot more to do the same job, however France have no intention of doing the job they are paid to do. They simply take the UK for fools for constantly paying them more and more for a total lack of improvement. ";45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE3_561;telegraph;cons;british;broadsh;I love the continued use of the word ? disaster ? when they talk about Brexit .There is no disasterThe U.K. economy is doing just fine depute all the so called ? disasters? that would follow. I don?t ever recall voting in Khan to decide federal government policies .He is entitled to his opinions but he is speaking for London and nobody else .;44;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE4_415;telegraph;cons;british;broadsh;"Scholtz has been forced into this massive ?about face? by the AfD not by any Damascene conversion.  Amazing isn?t it?? if the UK was still in the EU, we would be damned to hell for doing this but even a Schengen country like Germany can change the rules any time they want to and get away with it.

Thanks to Merkels ?come one, come a million? policy, the UK and France as well as Germany, are bearing the brunt of this treasonous ideology.

Will Kneeler do the same? He might, if he thinks it?ll win him a bit of popularity. Let?s face it, the clap is more popular than him right now. ";44;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE5_441;telegraph;cons;british;broadsh;For heavens sake the problem is obvious, take 27 disparate economies tie many of them together with a single currency, then put 27 self interested leaders in a room, oh and then chuck in a veto and hope to find a solution. Jeez the best you are going to get is either total inaction or a muddled compromise, that's why its going to hell in a hand cart.;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE11_234;telegraph;cons;british;broadsh;"We don't want thousands of young, male economic migrants every year.  They'll no sooner land and we'll be told we have to accept their extended families as well.

Just send them back. ";44;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE14_405;telegraph;cons;british;broadsh;Starmer is on course to become the greatest political disaster this country has ever endured.;44;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
TE4_391;telegraph;cons;british;broadsh;The Germans are complaing because Merkel took in 1,000,000 immigrants! We took 1,200,000 last year and over 1,000,000 during the prior two years. The vast majority of these immigrants come to England which is twice as densely populated as Germany. What does our government do, double down on INCREASED immigration.;43;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;
TE4_489;telegraph;cons;british;broadsh;Well done, Germany but you have a long way to go to make up for the chaos created by Ms Merkel.;43;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
TE6_255;telegraph;cons;british;broadsh;'Is the EU pushing its own mass migration problem in our direction?'. It's what Erdogan did in Turkey, he gloated about 'Busing them cross-country to the EUs borders, since that's where they want to go' = Exporting his problem. France is doing exactly the same, and the UK is too pathetic to push back.;43;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
TE7_184;telegraph;cons;british;broadsh;Another bunch of bureaucrats sitting in an office awaiting their gold plated pensions whilst creating layer upon layer of useless rules and red tape!;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
TE12_161;telegraph;cons;british;broadsh;No comments allowed on the letters page, so here is a question. Why doesn't Starmer mention gangs of counter protesters who are just as culpable as those he labels publicly as 'far right', when it was clear that on Bolton and Middlesborough the counter protesters instigated the violence?;43;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE2_441;telegraph;cons;british;broadsh;Tax policy is not a subsidy. It?s a political choice by a government. They said Apple paid all its taxes. EU interference.;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
TE4_414;telegraph;cons;british;broadsh;"""The border measures aim to curb irregular migration and protect the country from extremist threats"" Meanwhile, the UK, in its MADNESS, ushers them in daily and directs them to hotels.

God help us. ";42;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
TE5_282;telegraph;cons;british;broadsh;our problem is that ALL the young people in the UK think Brexit is a disaster and we must rejoin, because this is all they have ever heard in the media - of course without any data or justification.....and they would vote to rejoin in a heartbeat. NO ONE stands up for Brexit, points out all the advantages - many not even taken up (yet?) - or truly publicy points out that the EU is an unnecessary, fiscally failing, politically bancrupt, corrupt mess. edited;42;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE5_590;telegraph;cons;british;broadsh;Starmer does seem to be a terribly old fashioned politician, clinging tenaciously to old theories and not noticing that the world has moved on - his subservience to the unions recalls the 70s, likewise his EU obsession.;42;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE9_360;telegraph;cons;british;broadsh;Hello! Stop these people at the border and stop attracting them with unlimited access to our benefits and welfare arrangements. Why has it taken so long to wake up?;42;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
TE9_371;telegraph;cons;british;broadsh;Starmer adores migrants, and made a living out of them as a human rights lawyer, but he doesn't give a toss about the tax paying population. What a short sighted buffoon. Hope he reaps the benefit of his folly.;42;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;
TE4_348;telegraph;cons;british;broadsh;"""The border measures aim to curb irregular migration and protect the country from extremist threats"" I think you mean ""Illegal"" immigration.";41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;
TE4_500;telegraph;cons;british;broadsh;Why can't we adopt rules that say if you come illegally you cannot stay? Oh I forgot, Labour cancelled that law.;41;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE9_187;telegraph;cons;british;broadsh;When are these governments going to get it, most hard working people don?t want a bunch of useless foreign spongers from god knows where with god knows what religious views coming to their countries with nothing to offer except division and welfare claims. Its not far right or racist it?s common sense , we don?t want anyone who?s not British , neither do the majority of the rest of Europe we?ve all had enough;41;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE12_166;telegraph;cons;british;broadsh;Getting the 9 million voluntarily unemployed and the 2.8 million who claim not to be able to work because of a bad back would have a bigger positive impact on GDP than closer ties with the EU. Getting people of benefits as well would also give the economy a boost But most of all cutting taxes and the size of the state generally would do it.;41;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
TE5_144;telegraph;cons;british;broadsh;We have a parliament of group think lefties, we have for decades. They despise the 'great unwashed' as they say. Anyone with a differing opinion is shut down. Now they are trying to shut down farage. The more they do this, the more we revolt.;40;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1626;guardian;liberal;british;broadsheet;There is a stark irreconcilability between what Starmer and Reeves are saying and what they?re doing. They say they want growth - of course they do, who wouldn?t? yet they rule out a return to the European Customs Union and the single market, simultaneously imposing yet more austerity and pursing what the Tories called their ?Comprehensive and Progressive Agreement for Trans-Pacific Partnership?, which the Office for Budget Responsibility says will only boost our economy by 0.04% over the next 15 years. They say they want ?change? yet they retain Tory policy like the two child benefit cap which, rather than change anything for well over 4 million children in poverty in this country, will ensure that shameful figure grows yet larger. In yesterday?s Guardian Reeves says ?we have some of the greatest minds and businesses in the world.? We do indeed. Here?s what the director of Tax Research LLP, Richard Murphy, is saying: ?God help us all, because this is going to be a very long five years. (Reeves) seems determined to be one of the worst Chancellors in history if things go like this.? Reeves concluded yesterday?s article with these enormously strong words: ?we can restore economic stability, rebuild our public services, boost living standards, unlock growth, spread prosperity and make every part of our country better off. That?s the change the country voted for.? Tax Justice UK says the wealth of the super rich is ballooning while poverty and inequality are surging. The change Starmer and Reeves should be implementing in Britain is one from greed and inequality to a far fairer distribution of this nation?s great wealth. Enormously strong words need to be backed up by enormously strong, and courageous, action.;206;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;
GU1_1520;guardian;liberal;british;broadsheet;Why the EU would even entertain the idea of us joining the CU and/or SM when the cons can just take us out again were they to win power again is never explained in these articles. Until there is cross party consensus it?s a no no as far as I can see.;181;;;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;
GU4_343;guardian;liberal;british;broadsheet;"That pic - of Davies gurning inanely while everyone else in the room looks either faintly or accurely embarassed on his behalf - is probably the second most quintessential picture of Brexit. First place being taken, of course, by that one of the two oafs (oaves?), Johnson and Frost, attempt to strike ""hand of history on my shoulder"" expressions, as Johnson prepares to sign away the rights of the 17 million marks who fell for his con, as well as those of the 50-odd million that didn't, and those of generations of Britons as yet unborn.";171;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU5_3752;guardian;liberal;british;broadsheet;Home Office criticised over ?woefully? understated Tory asylum budgets An IFS report vindicates Labour concerns that it inherited a worse financial situation than previously thought What was that the Tory press was saying about Rachel Reeves making up the story of the black hole? An overspend of ?7 billion on a budget of ?300 million! And that is one department over only three years! The Tories are not fit for office.;162;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
GU1_1199;guardian;liberal;british;broadsheet;Every time I see another article about brexit, it?s just a reminder of how much we have lost. I hate the bastards who sold this lie even more now than I did then.;161;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU1_1132;guardian;liberal;british;broadsheet;"Starmer & Reeves are betting the farm in growth. Several policy areas are expected to deliver it. They won't. Firstly house construction. The myth that the poor developers are locked in a straightjacket of regulation that can be slashed to free them to build 1.5 million new homes by the next election is delusion. They are sitting on a land bank of 750,000 sites with planning permission right now. Thanks to brexit, we have lost 500,000 Construction workers. There's nowhere to go to replace them and the developers say Labour's plan is not deliverable. Secondly, the greatly reduced green energy plan. You can chuck up onshore wind farms & solar energy schemes, but that doesn't address the critical problem of inadequate power distribution infrastructure. Without massive investment in the lower grid, we will see the current problem of paying generators not to output power because it can't be transported to users continue. At the same time, by refusing to borrow to invest, the accelerator & multiplier effects that Keynes quantified that powered the New Deal are not coming into play. Meanwhile the cost of living crisis continues, hollowed out public services are operating extremely inefficiently and the queue for NHS treatment means vast numbers of people are stranded out of being able to work. Which brings me to brexit. Sooner or later Starmer is going to be forced to recognise that The EU isn't going to agree to The UK cherrypicking all the advantages of the EU without shouldering all the burdens it has too. He is also going to get desperate as the next election approaches and zero growth impact has been delivered to voters. So, how could he persuade brexit voting communities to change their minds? Firstly the demographics overwhelmingly favour Rejoin as old brexit voters did off and young Rejoiners reach voting age. Secondly there is a widespread perception that Vote Leave won by lies and deception, in which The right wing media player a crucial part. Why? The mania for brexit was created for one overarching reason. The EU had begun to organise to end the arrangements that allowed overseas tax havens to operate with EU economies, many of them British crown territories. Faced with this, the owners of so much of the British media decided enough was enough and they wouldn't ""go gently into that good night"". EU regulation was bad enough, but to have the mechanism that allowed them, their families and allies to offshore their wealth beyond the reach of taxation to be scrapped had to be resisted. It was this motivation that drove the right towards brexit whilst corporate Britain was solidly Remain. Boris Johnson 's years as the telegraph's Brussels correspondent, busy inventing suitably incendiary lies by the yard about banning sausages, regulating the shape of bananas or that millions of Turks would flood into the UK, exemplifies just how far right wing newspapers went to demonize the EU: they ""raged against the dying of the (taxhaven) light"". Labour must cut the legs from under these purveyors of fake news. Their attempt to use brexit to turn this country into their wet dream offshore tax haven for the feral rich failed. Now's the time to turn the tide and go on the offensive. All those offshore British sovereign territories that provide the lion's share of the world's tax havens are ripe for a clampdown by the UK government. It's time they can no longer be allowed to be plugged into the world's banking and investment networks, hiding vast wealth from scrutiny and enabling huge tax evasion & avoidance. Wealth equal to $7-10 Tn is squirreled away there, avoiding $100-250 Bn pa of tax revenue. Indeed London is itself a form of tax haven for the mega rich, who use the offshore havens to hold luxury houses and other assets via shell companies registered in them. Londonograd is the bolt hole for oligarchs to spirit their ill gotten assets out of Russia. How can the UK printed press be regarded as free when 80% - at least - is owned, controlled and operated by offshore billionaires who do not pay tax in the UK and who use it to propagate their own anti-democratic views? Labour must resurrect the final stage of the Leveson Inquiry and consider whether a clampdown on overseas ownership of these influential media should be curtailed. Going after billionaire tax evasion is going to be very popular and takes the fight to those bankrolling and supporting Reform and the trussite Tory right. Britain is uniquely positioned to work with the EU on this issue. Those who sowed the seeds of brexit must now reap the whirlwind of ending their ability to hide their wealth offshore and pay zero tax.";155;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU4_306;guardian;liberal;british;broadsheet;The true victims of the the ill-conceived insane nationalist fantasy that is Brexit are Britiain's young people.;152;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;
GU2_500;guardian;liberal;british;broadsheet;?For Britain?s Eurosceptic ideologues and radical nationalists, the election of a Labour government brings precious respite.? It?s turned out exactly as it was always going to ?. the adults in the room having to clean up the damned mess ?.. while the sniggering, unrepentant culprits scurry away scot-free to wreak havoc in some other way.;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;
GU5_3222;guardian;liberal;british;broadsheet;A couple of weeks before the referendum I was on holiday in The Pyrenees with my partner. A party of young British hikers in the hotel knew nothing of the upcoming referendum and panicked mightily when they realised the consequences of losing their EU passports. My partner and I reassured them that even the Brits wouldn?t be so stupid as to vote leave and trash all the benefits of being EU citizens. I will never get over the shock when I first heard the result. Let?s face facts Brexit has proved catastrophic. It was a crime committed against the majority of UK citizens by a cult like cabal of money grubbing spivs. Never forgive.;138;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;
GU5_3698;guardian;liberal;british;broadsheet;Thames Water says without steep bill increase it?s ?neither financeable nor investible? Debt-laden company tells Ofwat if it cannot charge customers 59% more, it ?would prevent company turnaround and recovery? Cry me a river. Time to go bust then. They've leeched off taxpayers for long enough.;135;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
GU1_1452;guardian;liberal;british;broadsheet;The various Conservative governments since 2010 have done a huge amount of harm to Britain?s relationship with the EU. Don?t forget Cameron instructed his MEPs to move away from other centre right groups, spent his first term causing friction with our then EU partners only to try and scrabble his way to a thin deal to put to people when he unexpectedly won a small majority in 2015 and realised he needed something for his EU referendum. Fourteen years of Conservative bad faith, obstinacy and sheer lying about the EU will need a lot of hard work to undo. We have to start somewhere. It?s like the old joke: I wouldn?t start from here. Sadly, Britain has little choice after fourteen years of chaos.;131;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU4_134;guardian;liberal;british;broadsheet;I can see why rejoining the EU is going to be difficult and Labour are right to point that out. But they could at least be honest and say bluntly that Brexit has been a complete disaster. Because it most definitely has.;131;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU2_469;guardian;liberal;british;broadsheet;The UK, with its ridiculously extreme FPTP system, has temporarily thrown up a government with a ridiculously exaggerated majority extrapolated from 37% voter support. Hurrah and huzzah for ?stability?. The UK, a country reeling from the hardest of Brexits, conceived in lies and midwifed by hapless MPs, the majority of whom were opposed to such a harsh rupture with the EU, all executed within a political landscape where parliamentarians demonstrated a complete inability to work together to get the softer exit the majority actually wanted. Only for the whole debacle to be now studiously forgotten and the dire consequences assiduously reframed. What an advert for ?stability?, indeed. Mr Behr correctly concludes that all this simply cannot endure. It is an untenable settlement that only serves to store up trouble ahead. Rather than setting this article in the context of the UK being ?the envy of its European peers?, isn?t the real article the delusions, the lies and the false prospectus that current UK politics continues to rely upon and how it does everyone a disservice?;128;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU5_3730;guardian;liberal;british;broadsheet;So I see the IFS report today makes clear the Tories have left Labour a massive fiscal black hole to deal with Afterall at the home office due to their hopeless dealings with asylum seekers?.. I wonder how much coverage that gets in our right wing media today?.. :);125;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU4_287;guardian;liberal;british;broadsheet;Until there are no red lines to appease the red wall there can?t be an honest conversation about Brexit. The shame is up until now there hasn?t been an honest conversation about Brexit at all. All leave had were lies.;120;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU5_3783;guardian;liberal;british;broadsheet;"Smoking could be banned in UK?s pub gardens and outdoor restaurants Nigel Farage is fuming. ""Do you mind if I smoke?"" ""For all I care, you can burst into flames.""";119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU2_513;guardian;liberal;british;broadsheet;"""And when other European leaders look at Britain to see the ingredients of our present political stability what do they see? An electoral system that is basically unfair but expedient for repressing insurgent parties,? UK?s electoral system may be efficient in repressing insurgent parties but not insurgent ideas. They are just adopted by main parties, normalised and introduced to mainstream politics. The idea of leaving EU for years used to be a preserve of far right and far left nutcases and resonated with less than 10 % of voters. When adopted by the Tories who tried to neutralise their competition on the far right it led to arguably the most consequential victory of the populists in post war European history. It also led to the conservative party morphing into a populist force. In Germany the difference between CDU and AfD is still clear in UK Tories and Reform have now become almost indistinguishable. Despite Labour's massive majority achieved on 34% of the vote, UK present political stability is very brittle and the main issue behind the Brexit vote - immigration - is as potent as ever. The 2016 may not necessarily mark the the high waters of populism in Britain.";110;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1609;guardian;liberal;british;broadsheet;No is the answer but its a start after the catastrophic backward steps from the last few Conservative governments.;109;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1201;guardian;liberal;british;broadsheet;What about the idiots that voted for it thinking it would begin the process of deporting all brown skinned people in Britain, return hanging, smoking and casual sexism ? Millions of idiots follow the media frenzy on any issue wether it?s falsely linking riots to race, royal domestic in-fighting, TV celebrity bitching, or encouraging thousands to contribute hundreds of pounds each to the retirement fund of two middle aged wealthy Mancunians. Yes, there are bastards in high towers, but there are stupid peasants at the gates.;107;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1479;guardian;liberal;british;broadsheet;Brexit was, and is, the bastard offspring of the Tories and Nigel Farage. But it's political impact has arguably been greatest on the Labour party. Starmer knows as well as anyone else just how damaging brexit was, that the vast majority of Labour voters and supporters opposed it, and would welcome a much bolder and decisive approach from him and his government. Sadly, on this issue ( and others ) he resembles the proverbial rabbit caught in the headlights.;99;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
GU4_309;guardian;liberal;british;broadsheet;If only they had been old enough.;99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1564;guardian;liberal;british;broadsheet;Timidity seems to be Starmer?s defining political characteristic. Putting steps in place to line the UK up to potentially rejoining the EU requires Bold. Realistically, rejoining the EU is out of reach for this government, but rejoining the SM/CU isn?t. I understand the reluctance to open up the whole In/Out of the EU debate with another referendum. But the so-called ?soft? option of a Norway-style Brexit was always on the table. There?s no better chance for Starmer to pick this up than with Labour?s current majority.;95;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU4_311;guardian;liberal;british;broadsheet;My kid was 6. A lot of the pensioners singing rule Britannia in my local cafe the morning after are dead. Should never have happened.;95;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1200;guardian;liberal;british;broadsheet;As a German I was allowed to study at Loughborough University through the Erasmus Student Exchange Programme in the early 90s. I still have fondest memories and therefore it still pains me to think of lost opportunities for young people.;93;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1463;guardian;liberal;british;broadsheet;After the referendum I hoped and prayed that we'd be back in in my lifetime. I don't think that is now going to happen and I'm both angry and sad at the same time.;93;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1544;guardian;liberal;british;broadsheet;"""Is Sir Keir Starmer?s cautious ?reset? with Europe enough to undo the damage done by Brexit?"" No. Because the main points of the EU are the common market and democratic decision making. If you are out of the common market and out of the political decisions, you are out of both. That's how it goes in a democratic rule and law based system; you don't get to cherrypick anything but the EU laws and rules are the same for everyone in the EU. The EU decides the laws and rules in the EU. Contrary to rightwing beliefs, the EU doesn't do what the British right want, EU does what the EU democratically decides. You can't fix the main problem that the right caused, leaving the EU, with any optics, posturing, tinkering and making up rightwing excuses.";92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU4_277;guardian;liberal;british;broadsheet;"I saw, but didn't bother reading, that Daily Toerag article by Patrick O?Flynn saying that Barnier's appointment was ?proof that Macron loathes Britain?. I thought the idea exceptionally deranged even by their standards; verging on paranoid.";92;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU2_476;guardian;liberal;british;broadsheet;The country is doing fine and so is the EU. Go tell that to SME employees and midsize towns that have seen 100s of those firms relocate factories and warehouses in the EU or simply stop trading with the bloc as costs and time outweigh any benefit. Beyond the ?100bn in lost trade and ?40bn in lost tax revenues it's the complete and blatant pointlessness of brexit that is striking (all that for this??). And yet in the UK we just accept it as farage and co move on to net zero or trans wars ad god knows what else. Talk about a grift in broad daylight.;91;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU1_1470;guardian;liberal;british;broadsheet;No. The damage done by Brexit goes too deep. Apparently the Labour plan is to develop the economy with austerity. More of the fucking same. I voted Green because I want to see a Land Value Tax - that is too radical for Reeves though, who must have studied at Osbourne's side....;90;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU5_3687;guardian;liberal;british;broadsheet;The Reform UK leader, Nigel Farage, told the Sun: ?It?ll be the end of pubs.? Nope - its the end of people like Farage in pubs. Which has many many benefits. Farage. Reform. The Sun.....what a combination, like a manky dog rolling in fox shit.;90;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
GU4_094;guardian;liberal;british;broadsheet;"Dear Tom Sorry to be so blunt but its pretty clear you have no idea how French politics work or even how EU institustions work (although for the 2nd I will forgive you, most UK Journalists have no idea how the EU works). Let me help you here. Mr Barnier is the new French PM. The French PM is not head of state and as a result does not negotiate on EU matters. Mr Barnier, in spite of his vaste experience in the EU has no power within the EU. Any warm relationship between Starmer and Barnier will help on bilateral matters, which are very limted outside of the EU remit. The only momentum behind the UK ""efforts"" is in the imagination of UK journalists and Labour party faithful.";87;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU4_282;guardian;liberal;british;broadsheet;"It seem remarkable that after more than a decade, Britains journlists still seem eager to demonstrate how little they understand about the EU and how it operates. As Brexit negotiator, Barnier was essentially operating a civil servant, rather than a politician. This is completely different to his role as French Prime, where his dependency on the far right, is going to involve somewhat more important priorities than simply pandering to the ego of Britains ""exceptional"" politicians. Whatever next? Will Londons newpapers be trying to tell us that Europeans are straightening our bananas?";86;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU4_024;guardian;liberal;british;broadsheet;8 long years on from that wretched EU referendum, I still can't really get my head around the idea that the UK left the EU. How was something so damaging ever allowed to happen? It's so incredibly stupid, destructive and incongruous, it's almost unbelievable. Starmer has gone way too far with the evangelical Brexit stuff and he's starting to look foolish and left behind. Most people want to at least rejoin the single market and the customs union and the anti Brexit movement will only gather pace with the demographic shift. The Brexit high water mark was reached years ago. The UK needs to face it, front it and deal with it. Brexit was a horrific mistake and there is no point in trying to make it work, it's a waste of everybody's time. Starmer should be conducting a full scale public inquiry on Brexit and investigating its backers and its funding.;83;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU5_3732;guardian;liberal;british;broadsheet;It will get as much coverage as the OBR statement that Brexit has reduced trade with the European Union by 15%. Inconvenient Truths don?t get much coverage in the RW MSM. They prefer to make stuff up.;80;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
GU2_478;guardian;liberal;british;broadsheet;Brexit denialism is getting as bad as climate denialism - the evidence and the facts are overwhelming. The vast majority of this country think brexit was a mistake, the only people who don't think it was a mistake are diehard brexiters who were always immune to the facts.;79;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GU5_3750;guardian;liberal;british;broadsheet;Analysing three years of financial records, the IFS found the Home Office had told parliament at the start of each year it needed an average ?110m to cover the UK?s asylum, border, visa and passport operations. However, it ended up spending vastly more: an average of ?2.6bn a year. All Tory ex-Home Secretaries in unison. We don't accept that or recognise those figures. It really was all bluster and dog whistling to distract from their own incompetence and several still have the gall to be shouting loudly from the sidelines;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
GU4_003;guardian;liberal;british;broadsheet;I don't think Barnier's appointment has anything to do with Brexit. British remainers and leavers are only going on about it because his dealings with the UK are the only thing they know about the guy. The world revolves around the UK, you see. It's a beacon of stability.;78;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
